all_data/10gs_processed.pdb_learn_aa1000_0.4.txt  6.4  5.731685  0.66831484
all_data/1a8i_processed.pdb_learn_aa1000_0.4.txt  5.52  4.849698  0.67030193
all_data/1a99_processed.pdb_learn_aa1000_0.4.txt  5.7  4.6624627  1.03753729
all_data/1ax0_processed.pdb_learn_aa1000_0.4.txt  3.13  4.295496  1.16549599
all_data/1ax1_processed.pdb_learn_aa1000_0.4.txt  3.29  4.096199  0.80619904
all_data/1ax2_processed.pdb_learn_aa1000_0.4.txt  3.99  3.8386335  0.15136646
all_data/1b6j_processed.pdb_learn_aa1000_0.4.txt  7.92  6.442368  1.47763197
all_data/1b6l_processed.pdb_learn_aa1000_0.4.txt  8.3  6.331385  1.96861486
all_data/1b6m_processed.pdb_learn_aa1000_0.4.txt  8.4  6.9466367  1.45336332
all_data/1bcj_processed.pdb_learn_aa1000_0.4.txt  3.7  4.372963  0.67296295
all_data/1bky_processed.pdb_learn_aa1000_0.4.txt  3.84  4.2585535  0.4185535
all_data/1d4i_processed.pdb_learn_aa1000_0.4.txt  8.85  7.2319303  1.61806974
all_data/1d4j_processed.pdb_learn_aa1000_0.4.txt  8.36  6.448754  1.91124617
all_data/1duv_processed.pdb_learn_aa1000_0.4.txt  11.8  6.4939103  5.30608969
all_data/1dy4_processed.pdb_learn_aa1000_0.4.txt  4.36  6.100714  1.74071421
all_data/1e2k_processed.pdb_learn_aa1000_0.4.txt  4.94  6.116015  1.17601496
all_data/1eby_processed.pdb_learn_aa1000_0.4.txt  9.7  7.160262  2.53973789
all_data/1ebz_processed.pdb_learn_aa1000_0.4.txt  9.4  6.8224664  2.57753363
all_data/1ec0_processed.pdb_learn_aa1000_0.4.txt  8.49  7.4663405  1.02365946
all_data/1ec1_processed.pdb_learn_aa1000_0.4.txt  8.92  6.027974  2.89202587
all_data/1ec2_processed.pdb_learn_aa1000_0.4.txt  10.  6.478207  3.52179289
all_data/1enu_processed.pdb_learn_aa1000_0.4.txt  5.08  4.3496385  0.73036154
all_data/1f74_processed.pdb_learn_aa1000_0.4.txt  3.05  5.042208  1.99220819
all_data/1fcx_processed.pdb_learn_aa1000_0.4.txt  7.12  7.075301  0.04469883
all_data/1fh8_processed.pdb_learn_aa1000_0.4.txt  6.89  4.9534974  1.93650259
all_data/1fh9_processed.pdb_learn_aa1000_0.4.txt  6.43  5.148419  1.2815811
all_data/1fhd_processed.pdb_learn_aa1000_0.4.txt  6.82  5.0577946  1.76220543
all_data/1g2k_processed.pdb_learn_aa1000_0.4.txt  7.96  6.3787246  1.58127542
all_data/1gi9_processed.pdb_learn_aa1000_0.4.txt  5.96  5.149449  0.81055113
all_data/1gj8_processed.pdb_learn_aa1000_0.4.txt  6.96  5.5205016  1.43949839
all_data/1gja_processed.pdb_learn_aa1000_0.4.txt  5.42  5.3397098  0.08029024
all_data/1gjd_processed.pdb_learn_aa1000_0.4.txt  5.22  5.7905827  0.57058266
all_data/1gpk_processed.pdb_learn_aa1000_0.4.txt  5.37  6.060962  0.6909622
all_data/1gww_processed.pdb_learn_aa1000_0.4.txt  4.28  4.889858  0.60985777
all_data/1gx0_processed.pdb_learn_aa1000_0.4.txt  4.28  5.4598866  1.17988655
all_data/1gyy_processed.pdb_learn_aa1000_0.4.txt  3.64  4.987391  1.347391
all_data/1gz9_processed.pdb_learn_aa1000_0.4.txt  3.51  4.604194  1.09419416
all_data/1gzc_processed.pdb_learn_aa1000_0.4.txt  3.49  4.0573196  0.56731964
all_data/1h22_processed.pdb_learn_aa1000_0.4.txt  9.1  6.577378  2.5226222
all_data/1h23_processed.pdb_learn_aa1000_0.4.txt  8.35  6.564116  1.785884
all_data/1h46_processed.pdb_learn_aa1000_0.4.txt  3.57  5.7416725  2.17167252
all_data/1ha2_processed.pdb_learn_aa1000_0.4.txt  5.54  5.644134  0.10413404
all_data/1hnn_processed.pdb_learn_aa1000_0.4.txt  6.24  6.8245206  0.58452059
all_data/1i7z_processed.pdb_learn_aa1000_0.4.txt  6.4  5.3896728  1.01032724
all_data/1iup_processed.pdb_learn_aa1000_0.4.txt  2.54  4.1621037  1.62210365
all_data/1iy7_processed.pdb_learn_aa1000_0.4.txt  6.19  5.5049243  0.6850757
all_data/1jgl_processed.pdb_learn_aa1000_0.4.txt  8.7  6.0668244  2.63317556
all_data/1kzk_processed.pdb_learn_aa1000_0.4.txt  10.39  6.45606  3.93394007
all_data/1lhw_processed.pdb_learn_aa1000_0.4.txt  8.16  5.9757648  2.18423525
all_data/1lnm_processed.pdb_learn_aa1000_0.4.txt  8.7  6.1446085  2.5553915
all_data/1lrh_processed.pdb_learn_aa1000_0.4.txt  6.82  4.8560643  1.96393568
all_data/1nc1_processed.pdb_learn_aa1000_0.4.txt  6.12  6.065282  0.05471813
all_data/1nc3_processed.pdb_learn_aa1000_0.4.txt  5.  6.200376  1.20037603
all_data/1nli_processed.pdb_learn_aa1000_0.4.txt  3.59  4.741758  1.15175787
all_data/1nw5_processed.pdb_learn_aa1000_0.4.txt  5.21  6.2332754  1.02327541
all_data/1o5a_processed.pdb_learn_aa1000_0.4.txt  6.42  5.591478  0.82852213
all_data/1o5r_processed.pdb_learn_aa1000_0.4.txt  8.12  6.143616  1.9763838
all_data/1ow4_processed.pdb_learn_aa1000_0.4.txt  5.68  5.780589  0.1005891
all_data/1p1n_processed.pdb_learn_aa1000_0.4.txt  6.8  5.3385234  1.46147661
all_data/1p1o_processed.pdb_learn_aa1000_0.4.txt  5.76  5.424449  0.33555103
all_data/1ps3_processed.pdb_learn_aa1000_0.4.txt  2.28  4.6370783  2.35707829
all_data/1pxp_processed.pdb_learn_aa1000_0.4.txt  6.66  6.170774  0.48922602
all_data/1q0y_processed.pdb_learn_aa1000_0.4.txt  9.  5.240269  3.75973082
all_data/1q4w_processed.pdb_learn_aa1000_0.4.txt  6.46  4.779563  1.68043705
all_data/1q6e_processed.pdb_learn_aa1000_0.4.txt  2.62  4.6506405  2.03064049
all_data/1q6g_processed.pdb_learn_aa1000_0.4.txt  2.06  4.7103767  2.65037674
all_data/1q72_processed.pdb_learn_aa1000_0.4.txt  6.85  5.627951  1.22204885
all_data/1qkt_processed.pdb_learn_aa1000_0.4.txt  9.04  6.0116897  3.02831034
all_data/1qxl_processed.pdb_learn_aa1000_0.4.txt  7.96  6.4032826  1.55671736
all_data/1r5y_processed.pdb_learn_aa1000_0.4.txt  6.46  5.2667894  1.19321056
all_data/1rdi_processed.pdb_learn_aa1000_0.4.txt  2.06  3.7658906  1.7058906
all_data/1rdn_processed.pdb_learn_aa1000_0.4.txt  1.84  3.8654563  2.02545634
all_data/1s38_processed.pdb_learn_aa1000_0.4.txt  5.15  5.13871  0.01128998
all_data/1s39_processed.pdb_learn_aa1000_0.4.txt  7.7  5.1028743  2.59712572
all_data/1s50_processed.pdb_learn_aa1000_0.4.txt  5.85  5.411487  0.4385129
all_data/1s7y_processed.pdb_learn_aa1000_0.4.txt  5.85  4.7678747  1.08212528
all_data/1s9t_processed.pdb_learn_aa1000_0.4.txt  6.6  5.5093465  1.09065351
all_data/1sr7_processed.pdb_learn_aa1000_0.4.txt  10.1  6.7067733  3.39322672
all_data/1sw1_processed.pdb_learn_aa1000_0.4.txt  7.3  5.114328  2.18567209
all_data/1swk_processed.pdb_learn_aa1000_0.4.txt  12.  5.6333094  6.36669064
